Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History
23077,MIZ/KOL/2023/209,Mizoram,Kolasib,NULL,NULL,24.24472222,92.69111111,Rock,Slide,"August 2023, October 2023"
23078,MIZ/KOL/2023/210,Mizoram,Kolasib,NULL,NULL,24.24722222,92.69333333,Debris,Slide,Jully 2023
23079,MIZ/KOL/2023/211,Mizoram,Kolasib,NULL,NULL,24.26944444,92.69222222,Debris,Flow,August 2023
23080,MIZ/KOL/2023/212,Mizoram,Kolasib,NULL,NULL,24.19111111,92.60222222,Rock,Fall,December 2023
23081,MIZ/KOL/2023/213,Mizoram,Kolasib,NULL,NULL,24.17555556,92.57222222,Debris,Slide,1st week of August 2023
23082,MIZ/KOL/2023/214,Mizoram,Kolasib,NULL,NULL,24.17638889,92.57333333,Earth,Slide,1st week August 2023
23083,MIZ/AZL/2023/215,Mizoram,Aizawl,NULL,NULL,23.72055556,92.80055556,Earth,Slide,"July 2016, 2020, 2022"
23084,MIZ/AZL/2024/216,Mizoram,Aizawl,NULL,NULL,23.57472222,92.85277778,Rock-cum-debris,Slide,2nd week of July  2024
23085,MIZ/AZL/2024/217,Mizoram,Aizawl,NULL,NULL,23.59194444,92.84972222,Rock-cum-debris,Slide,June 2024
23086,MIZ/AZL/2024/218,Mizoram,Aizawl,NULL,NULL,23.59833333,92.85194444,Rock,Slide,2nd week June 2024
23087,MIZ/AZL/2024/219,Mizoram,Aizawl,NULL,NULL,23.60416667,92.85472222,Rock-cum-debris,Slide,3rd week July 2024
23088,MIZ/AZL/2024/220,Mizoram,Aizawl,NULL,NULL,23.60861111,92.85055556,Debris,Slide,28 May 2024
23089,MIZ/AZL/2024/221,Mizoram,Aizawl,NULL,NULL,23.62,92.85055556,Debris,Slide,July 2024
23090,MIZ/AZL/2024/222,Mizoram,Aizawl,NULL,NULL,23.62055556,92.85083333,Debris,Slide,July 2024
23091,MIZ/AZL/2024/223,Mizoram,Aizawl,NULL,NULL,23.63472222,92.85527778,Debris,Slide,NA
23092,MIZ/AZL/2024/224,Mizoram,Aizawl,NULL,NULL,23.64222222,92.855,Debris,Slide,June 2024
23093,MIZ/AZL/2024/225,Mizoram,Aizawl,NULL,NULL,23.65583333,92.86111111,Debris,Slide,May 2024
23094,MIZ/AZL/2024/226,Mizoram,Aizawl,NULL,NULL,23.73722222,92.7425,Debris,Slide,NA
23095,MIZ/AZL/2024/227,Mizoram,Aizawl,NULL,NULL,23.73305556,92.75,Debris,Slide,22 July 2024
23096,MIZ/AZL/2024/228,Mizoram,Aizawl,NULL,NULL,23.73222222,92.75,Debris,Slide,28 May 2024
23097,MIZ/AZL/2024/229,Mizoram,Aizawl,NULL,NULL,23.73194444,92.75,Debris,Slide,28 May 2024
23098,MIZ/AZL/2024/230,Mizoram,Aizawl,NULL,NULL,23.74083333,92.74111111,Debris,Slide,28 May 2024
23099,MIZ/AZL/2024/231,Mizoram,Aizawl,NULL,NULL,23.74916667,92.7375,Debris,Slide,30 June 2024
23100,MIZ/AZL/2024/232,Mizoram,Aizawl,NULL,NULL,23.74972222,92.73888889,Debris,Slide,28 Aug ust 2024
23101,MIZ/AZL/2024/233,Mizoram,Aizawl,NULL,NULL,23.75972222,92.73583333,Debris,Slide,NA
23102,MIZ/AZL/2024/234,Mizoram,Aizawl,NULL,NULL,23.75972222,92.74083333,Debris,Slide,2 July2024
23103,MIZ/AZL/2024/235,Mizoram,Aizawl,NULL,NULL,23.76972222,92.74472222,Earth,Slide,28 May 2024
23104,MIZ/AZL/2024/236,Mizoram,Aizawl,NULL,NULL,23.76944444,92.73583333,Rock,Slide,"July 2023 , July 2024"
23105,MIZ/AZL/2024/237,Mizoram,Aizawl,NULL,NULL,23.76388889,92.73388889,Rock,Slide,26 September 2024
23106,MIZ/AZL/2024/238,Mizoram,Aizawl,NULL,NULL,23.76055556,92.73194444,Debris,Slide,"2 July 2024
4 July 2024"
23107,MIZ/AZL/2024/239,Mizoram,Aizawl,NULL,NULL,23.71583333,92.72,Debris,Fall,"28th May, 2024"
23108,MIZ/AZL/2024/240,Mizoram,Aizawl,NULL,NULL,23.7413587,92.7075844,Debris,Subsidence,2022
23109,MIZ/AZL/2024/241,Mizoram,Aizawl,NULL,NULL,23.73888889,92.71472222,Debris,Slide,21 August 2024
23110,MIZ/AZL/2024/242,Mizoram,Aizawl,NULL,NULL,23.73694444,92.715,Rock,Slide,"28th May, 2024,
2nd July, 2024"
23111,MIZ/AZL/2024/243,Mizoram,Aizawl,NULL,NULL,23.73722222,92.71972222,Rock,Slide,July - August 2024
23112,MIZ/AZL/2024/244,Mizoram,Aizawl,NULL,NULL,22.74694444,92.69583333,Rock,Slide,July 2024
23113,MIZ/AZL/2024/245,Mizoram,Aizawl,NULL,NULL,23.75138889,92.69583333,Debris,Slide,NA
23114,MIZ/AZL/2024/246,Mizoram,Aizawl,NULL,NULL,23.75083333,92.69527778,Debris,Slide,NA
23115,MIZ/AZL/2024/247,Mizoram,Aizawl,NULL,NULL,23.74916667,92.69416667,Debris,Slide,28 May 2024
23116,MIZ/AZL/2024/248,Mizoram,Aizawl,NULL,NULL,23.74055556,92.71222222,Debris,Slide,NA
23117,MIZ/AZL/2024/249,Mizoram,Aizawl,NULL,NULL,23.74194444,92.71305556,Debris,Slide,21 August 2024
23118,MIZ/AZL/2024/250,Mizoram,Aizawl,NULL,NULL,23.74388889,92.71222222,Debris,Slide,20 July 2024
23119,MIZ/AZL/2024/252,Mizoram,Aizawl,NULL,NULL,23.74722222,92.71805556,Debris,Slide,2 July 2024
23120,MIZ/AZL/2024/253,Mizoram,Aizawl,NULL,NULL,23.76583333,92.71527778,Debris,Slide,July 2024
23121,MIZ/AZL/2024/254,Mizoram,Aizawl,NULL,NULL,23.69277778,92.72055556,Debris,Slide,28 May 2024
23122,MIZ/AZL/2024/255,Mizoram,Aizawl,NULL,NULL,23.69305556,92.72111111,Debris,Slide,NA
23123,MIZ/AZL/2024/256,Mizoram,Aizawl,NULL,NULL,23.69361111,92.72083333,Debris,Slide,NA
23124,MIZ/AZL/2024/257,Mizoram,Aizawl,NULL,NULL,23.71111111,92.72861111,Debris,Slide,NA
23125,MIZ/AZL/2024/258,Mizoram,Aizawl,NULL,NULL,23.6975,92.72527778,Debris,Slide,NA
23126,MIZ/AZL/2024/259,Mizoram,Aizawl,NULL,NULL,23.70444444,92.76333333,Debris,Slide,NA
23127,MIZ/AZL/2024/260,Mizoram,Aizawl,NULL,NULL,23.72722222,92.75944444,Debris,Slide,NA
23128,MIZ/AZL/2024/261,Mizoram,Aizawl,NULL,NULL,23.7275,92.75777778,Debris,Slide,NA
23129,MIZ/AZL/2024/262,Mizoram,Aizawl,NULL,NULL,23.69777778,92.71944444,Debris,Slide,20 September 2024
23130,MIZ/AZL/2024/263,Mizoram,Aizawl,NULL,NULL,23.69972222,92.7175,Debris,Slide,20 June 2024
23131,MIZ/AZL/2024/264,Mizoram,Aizawl,NULL,NULL,23.69333333,92.76694444,Debris,Slide,NA
23132,MIZ/AZL/2024/265,Mizoram,Aizawl,NULL,NULL,23.70972222,92.72222222,Debris,Slide,28 May 2024
23133,MIZ/AZL/2024/266,Mizoram,Aizawl,NULL,NULL,23.69944444,92.71972222,Debris,Complex,28 May 2024
23134,MIZ/AZL/2024/267,Mizoram,Aizawl,NULL,NULL,23.70888889,92.75083333,Debris,Slide,NA
23135,MIZ/AZL/2024/268,Mizoram,Aizawl,NULL,NULL,23.68916667,92.72055556,Debris,Slide,"28 May 2024, 2 July 2024"
23136,MIZ/AZL/2024/269,Mizoram,Aizawl,NULL,NULL,23.67805556,92.76361111,NA,Slide,NA
23137,MIZ/AZL/2024/270,Mizoram,Aizawl,NULL,NULL,23.70277778,92.72083333,Rock,Slide,2 July 2024
23138,MIZ/AZL/2024/271,Mizoram,Aizawl,NULL,NULL,23.7025,92.72138889,Debris,Slide,2 July 2024
23139,MIZ/AZL/2024/272,Mizoram,Aizawl,NULL,NULL,23.69805556,92.72277778,Debris,Slide,2 July 2024
23140,MIZ/AZL/2024/273,Mizoram,Aizawl,NULL,NULL,23.69361111,92.7225,Debris,Slide,28 June 2024
23141,MIZ/AZL/2024/274,Mizoram,Aizawl,NULL,NULL,23.67972222,92.72333333,Earth,Slide,September 2024
23142,MIZ/AZL/2024/275,Mizoram,Aizawl,NULL,NULL,23.67305556,92.72333333,Rock,Complex,19t June 2024
23143,MIZ/AZL/2024/276,Mizoram,Aizawl,NULL,NULL,23.67555556,92.7225,Debris,Slide,NA
23144,MIZ/AZL/2024/277,Mizoram,Aizawl,NULL,NULL,23.67666667,92.73138889,Debris,Slide,NA
23145,MIZ/AZL/2024/278,Mizoram,Aizawl,NULL,NULL,23.66416667,92.72055556,Debris,Complex,28 May 2024
23146,MIZ/AZL/2024/279,Mizoram,Aizawl,NULL,NULL,23.66055556,92.72527778,Debris,Slide,28 May 2024
23147,MIZ/AZL/2024/280,Mizoram,Aizawl,NULL,NULL,23.66,92.72638889,Debris,Slide,28 May 2024
23148,MIZ/AZL/2024/281,Mizoram,Aizawl,NULL,NULL,23.65527778,92.72694444,Debris,Slide,28 May 2024
23149,MIZ/AZL/2024/282,Mizoram,Aizawl,NULL,NULL,23.65138889,92.72694444,Debris,Slide,28 May 2024
23150,MIZ/AZL/2024/283,Mizoram,Aizawl,NULL,NULL,23.64555556,92.72444444,Debris,Slide,28 May 2024
23151,MIZ/AZL/2024/284,Mizoram,Aizawl,NULL,NULL,23.64666667,92.71916667,Debris,Slide,NA
23152,MIZ/AZL/2024/285,Mizoram,Aizawl,NULL,NULL,23.64444444,92.72527778,Debris,Complex,28 May 2024
23153,MIZ/AZL/2024/286,Mizoram,Aizawl,NULL,NULL,23.64166667,92.72416667,Debris,Slide,28 May 2024
23154,MIZ/AZL/2024/287,Mizoram,Aizawl,NULL,NULL,23.64083333,92.72472222,Debris,Slide,28 May 2024
23155,MIZ/AZL/2024/288,Mizoram,Aizawl,NULL,NULL,23.6375,92.72277778,Debris,Slide,28 May 2024
23156,MIZ/AZL/2024/289,Mizoram,Aizawl,NULL,NULL,23.64222222,92.7275,Debris,Slide,NA
23157,MIZ/AZL/2024/290,Mizoram,Aizawl,NULL,NULL,23.64222222,92.72805556,Debris,Slide,NA
23158,MIZ/AZL/2024/291,Mizoram,Aizawl,NULL,NULL,23.64166667,92.71833333,Debris,Slide,NA
23159,MIZ/AZL/2024/292,Mizoram,Aizawl,NULL,NULL,23.63611111,92.72333333,Debris,Slide,NA
23160,MIZ/AZL/2024/294,Mizoram,Aizawl,NULL,NULL,23.62611111,92.72638889,Debris,Slide,28 May 2024
23161,MIZ/AZL/2024/295,Mizoram,Aizawl,NULL,NULL,23.6325,92.72388889,Debris,Slide,28 May 2024
23162,MIZ/AZL/2024/296,Mizoram,Aizawl,NULL,NULL,23.62972222,92.72666667,Debris,Slide,NA
23163,MIZ/AZL/2024/297,Mizoram,Aizawl,NULL,NULL,23.62972222,92.72555556,Debris,Slide,28 May 2024
23164,MIZ/AZL/2024/299,Mizoram,Aizawl,NULL,NULL,23.67416667,92.72055556,Debris,Slide,25t August 2024
23165,MIZ/AZL/2024/300,Mizoram,Aizawl,NULL,NULL,23.66166667,92.72416667,Debris,Slide,19 Jul 2024
23166,MIZ/AZL/2024/301,Mizoram,Aizawl,NULL,NULL,23.66,92.72805556,Debris,Slide,NA
23167,MIZ/AZL/2024/302,Mizoram,Aizawl,NULL,NULL,23.61611111,92.71722222,Debris,Slide,28 May 2024
23168,MIZ/AZL/2024/303,Mizoram,Aizawl,NULL,NULL,23.61027778,92.70527778,Debris,Slide,NA
23169,MIZ/AZL/2024/304,Mizoram,Aizawl,NULL,NULL,23.615,92.7175,Debris,Slide,NA
23170,MIZ/AZL/2024/305,Mizoram,Aizawl,NULL,NULL,23.61861111,92.72611111,Debris,Slide,28 May 2024
23171,MIZ/AZL/2024/306,Mizoram,Aizawl,NULL,NULL,23.60555556,92.725,Debris,Slide,28 May 2024
23172,MIZ/AZL/2024/307,Mizoram,Aizawl,NULL,NULL,23.58694444,92.8175,Debris,Slide,25 August 2024
23173,MIZ/AZL/2024/308,Mizoram,Aizawl,NULL,NULL,23.59194444,92.82833333,Debris,Slide,NA
23174,MIZ/AZL/2024/309,Mizoram,Aizawl,NULL,NULL,23.59444444,92.82861111,Debris,Slide,NA
23175,MIZ/AZL/2024/310,Mizoram,Aizawl,NULL,NULL,23.60083333,92.83027778,Debris,Slide,NA
23176,MIZ/AZL/2024/311,Mizoram,Aizawl,NULL,NULL,23.59861111,92.8225,Debris,Slide,NA
23177,MIZ/AZL/2024/312,Mizoram,Aizawl,NULL,NULL,23.59194444,92.75055556,Debris,Slide,28 May 2024
23178,MIZ/AZL/2024/313,Mizoram,Aizawl,NULL,NULL,23.595,92.81611111,Earth,Slide,28 May 2024
23179,MIZ/AZL/2024/314,Mizoram,Aizawl,NULL,NULL,23.59638889,92.81583333,Earth,Slide,NA
23180,MIZ/AZL/2024/315,Mizoram,Aizawl,NULL,NULL,23.5975,92.81388889,Debris,Slide,NA
23181,MIZ/AZL/2024/316,Mizoram,Aizawl,NULL,NULL,23.59722222,92.81194444,Debris,Slide,NA
23182,MIZ/AZL/2024/317,Mizoram,Aizawl,NULL,NULL,23.60111111,92.81305556,Debris,Slide,NA
23183,MIZ/AZL/2024/318,Mizoram,Aizawl,NULL,NULL,23.60277778,92.81444444,Earth,Slide,NA
23184,MIZ/AZL/2024/319,Mizoram,Aizawl,NULL,NULL,23.60861111,92.80972222,Debris,Slide,28 May 2024
23185,MIZ/AZL/2024/320,Mizoram,Aizawl,NULL,NULL,23.6088,92.80972222,Debris,Slide,NA
23186,MIZ/AZL/2024/321,Mizoram,Aizawl,NULL,NULL,23.60861111,92.8096,Debris,Slide,NA
23187,MIZ/AZL/2024/322,Mizoram,Aizawl,NULL,NULL,23.60888889,92.8075,Debris,Slide,NA
23188,MIZ/AZL/2024/323,Mizoram,Aizawl,NULL,NULL,23.60972222,92.80916667,Debris,Slide,28 May 2024
23189,MIZ/AZL/2024/324,Mizoram,Aizawl,NULL,NULL,23.61361111,92.80777778,Earth,Slide,28 May 2024
23190,MIZ/AZL/2024/325,Mizoram,Aizawl,NULL,NULL,23.61138889,92.80722222,Debris,Slide,NA
23191,MIZ/AZL/2024/326,Mizoram,Aizawl,NULL,NULL,23.61,92.80722222,Debris,Slide,NA
23192,MIZ/AZL/2024/327,Mizoram,Aizawl,NULL,NULL,23.61222222,92.80527778,Debris,Slide,28 May 2024
23193,MIZ/AZL/2024/328,Mizoram,Aizawl,NULL,NULL,23.61138889,92.80333333,Debris,Slide,28 May 2024
23194,MIZ/AZL/2024/329,Mizoram,Aizawl,NULL,NULL,23.60944444,92.80444444,Debris,Slide,NA
23195,MIZ/AZL/2024/330,Mizoram,Aizawl,NULL,NULL,23.60972222,92.80027778,Earth,Slide,NA
23196,MIZ/AZL/2024/331,Mizoram,Aizawl,NULL,NULL,23.60972222,92.79972222,Earth,Slide,2 July 2024
23197,MIZ/AZL/2024/332,Mizoram,Aizawl,NULL,NULL,23.61222222,92.79944444,Debris,Slide,July 2024
23198,MIZ/AZL/2024/333,Mizoram,Aizawl,NULL,NULL,23.61222222,92.79944444,Debris,Slide,July 2024
23199,MIZ/AZL/2024/334,Mizoram,Aizawl,NULL,NULL,23.6125,92.80027778,Debris,Slide,NA
23200,MIZ/AZL/2024/335,Mizoram,Aizawl,NULL,NULL,23.61277778,92.80083333,Debris,Slide,July 2024
23201,MIZ/AZL/2024/336,Mizoram,Aizawl,NULL,NULL,23.61361111,92.8,Debris,Slide,NA
23202,MIZ/AZL/2024/337,Mizoram,Aizawl,NULL,NULL,23.61388889,92.80083333,Debris,Slide,2023 monsoon
23203,MIZ/AZL/2024/338,Mizoram,Aizawl,NULL,NULL,23.61472222,92.80111111,Debris,Slide,NA
23204,MIZ/AZL/2024/339,Mizoram,Aizawl,NULL,NULL,23.61555556,92.79972222,Debris,Slide,NA
23205,MIZ/AZL/2024/340,Mizoram,Aizawl,NULL,NULL,23.61694444,92.80027778,Debris,Complex,NA
23206,MIZ/AZL/2024/341,Mizoram,Aizawl,NULL,NULL,23.61611111,92.79944444,Debris,Slide,last week of September 2023
23207,MIZ/AZL/2024/342,Mizoram,Aizawl,NULL,NULL,23.61611111,92.79777778,Debris,Complex,28 May 2024
23208,MIZ/AZL/2024/343,Mizoram,Aizawl,NULL,NULL,23.61472222,92.79583333,Debris,Complex,28 May 2024
23209,MIZ/AZL/2024/344,Mizoram,Aizawl,NULL,NULL,23.615,92.79222222,Debris,Slide,28 May 2024
23210,MIZ/AZL/2024/345,Mizoram,Aizawl,NULL,NULL,23.61583333,92.79111111,Debris,Slide,23 September 2023
23211,MIZ/AZL/2024/346,Mizoram,Aizawl,NULL,NULL,23.61861111,92.79,Debris,Slide,28 May 2024
23212,MIZ/AZL/2024/348,Mizoram,Aizawl,NULL,NULL,23.61972222,92.78916667,Earth,Slide,August 2024
23213,MIZ/AZL/2024/349,Mizoram,Aizawl,NULL,NULL,23.62194444,92.78972222,Earth,Slide,NA
23214,MIZ/AZL/2024/350,Mizoram,Aizawl,NULL,NULL,23.62333333,92.78888889,Debris,Slide,28 May 2024
23215,MIZ/AZL/2024/351,Mizoram,Aizawl,NULL,NULL,23.62361111,92.78888889,Debris,Slide,28 August 2024
23216,MIZ/AZL/2024/352,Mizoram,Aizawl,NULL,NULL,23.62527778,92.78638889,Debris,Slide,28 May 2024
23217,MIZ/AZL/2024/353,Mizoram,Aizawl,NULL,NULL,23.60638889,92.7775,Debris,Slide,July 2024
23218,MIZ/AZL/2024/354,Mizoram,Aizawl,NULL,NULL,23.60666667,92.76861111,Earth,Slide,July 2024
23219,MIZ/AZL/2024/355,Mizoram,Aizawl,NULL,NULL,23.6025,92.76527778,Debris,Slide,NA
23220,MIZ/AZL/2024/356,Mizoram,Aizawl,NULL,NULL,23.60138889,92.76472222,Debris,Slide,NA
23221,MIZ/AZL/2024/357,Mizoram,Aizawl,NULL,NULL,23.60027778,92.75888889,Debris,Slide,September 2023
23222,MIZ/AZL/2024/358,Mizoram,Aizawl,NULL,NULL,23.60111111,92.75888889,Debris,Slide,26 May 2024
23223,MIZ/AZL/2024/359,Mizoram,Aizawl,NULL,NULL,23.60972222,92.75611111,Debris,Slide,NA
23224,MIZ/AZL/2024/360,Mizoram,Aizawl,NULL,NULL,23.61,92.75055556,Earth,Slide,NA
23225,MIZ/AZL/2024/361,Mizoram,Aizawl,NULL,NULL,23.60805556,92.74083333,Earth,Slide,September 2023
23226,MIZ/AZL/2024/362,Mizoram,Aizawl,NULL,NULL,23.60472222,92.72055556,Debris,Slide,NA
23227,MIZ/AZL/2024/363,Mizoram,Aizawl,NULL,NULL,23.60138889,92.71888889,Debris,Slide,NA
23228,MIZ/AZL/2024/364,Mizoram,Aizawl,NULL,NULL,23.60111111,92.7225,Debris,Slide,NA
23229,MIZ/AZL/2024/365,Mizoram,Aizawl,NULL,NULL,23.59527778,92.71722222,Debris,Complex,28 May 2024
23230,MIZ/AZL/2024/366,Mizoram,Aizawl,NULL,NULL,23.59055556,92.71611111,Debris,Slide,28 May 2024
23231,MIZ/AZL/2024/367,Mizoram,Aizawl,NULL,NULL,23.59027778,92.71583333,Earth,Slide,28 May 2024
23232,MIZ/AZL/2024/368,Mizoram,Aizawl,NULL,NULL,23.58777778,92.71277778,Debris,Slide,NA
23233,MIZ/AZL/2024/369,Mizoram,Aizawl,NULL,NULL,23.58638889,92.71388889,Debris,Complex,"28th May, 2024"
23234,MIZ/AZL/2024/370,Mizoram,Aizawl,NULL,NULL,23.58388889,92.71166667,Debris,Slide,"28th May, 2024"
23235,MIZ/AZL/2024/371,Mizoram,Aizawl,NULL,NULL,23.58277778,92.71333333,Debris,Slide,NA
23236,MIZ/AZL/2024/372,Mizoram,Aizawl,NULL,NULL,23.57888889,92.7125,Debris,Slide,NA
23237,MIZ/AZL/2024/373,Mizoram,Aizawl,NULL,NULL,23.58166667,92.71027778,Debris,Slide,NA
23238,MIZ/AZL/2024/374,Mizoram,Aizawl,NULL,NULL,23.58583333,92.7,Debris,Slide,NA
23239,MIZ/AZL/2024/375,Mizoram,Aizawl,NULL,NULL,23.57638889,92.69055556,Debris,Slide,NA
23240,MIZ/AZL/2024/376,Mizoram,Aizawl,NULL,NULL,23.57833333,92.71222222,Debris,Complex,NA
23241,MIZ/AZL/2024/377,Mizoram,Aizawl,NULL,NULL,23.57888889,92.7125,Debris,Complex,NA
23242,MIZ/AZL/2024/378,Mizoram,Aizawl,NULL,NULL,23.57361111,92.71222222,Debris,Complex,NA
23243,MIZ/AZL/2024/379,Mizoram,Aizawl,NULL,NULL,23.57222222,92.71166667,Debris,Complex,NA
23244,MIZ/AZL/2024/380,Mizoram,Aizawl,NULL,NULL,23.57138889,92.71111111,Debris,Slide,NA
23245,MIZ/AZL/2024/381,Mizoram,Aizawl,NULL,NULL,23.57138889,92.70888889,Debris,Complex,NA
23246,MIZ/AZL/2024/382,Mizoram,Aizawl,NULL,NULL,23.57138889,92.70972222,Debris,Slide,28 May 2024
23247,MIZ/AZL/2024/383,Mizoram,Aizawl,NULL,NULL,23.57055556,92.70888889,Debris,Complex,28 May 2024
23248,MIZ/AZL/2024/384,Mizoram,Aizawl,NULL,NULL,23.57027778,92.70722222,Debris,Complex,28 May 2024
23249,MIZ/AZL/2024/385,Mizoram,Aizawl,NULL,NULL,23.55388889,92.70472222,Debris,Slide,28 May 2024
23250,MIZ/AZL/2024/386,Mizoram,Aizawl,NULL,NULL,23.55444444,92.70527778,Debris,Slide,28 May 2024
23251,MIZ/AZL/2024/387,Mizoram,Aizawl,NULL,NULL,23.5625,92.70777778,Debris,Slide,25 August 2024
23252,MIZ/AZL/2024/388,Mizoram,Aizawl,NULL,NULL,23.56555556,92.7075,Debris,Slide,19  July 2024
23253,MIZ/AZL/2024/389,Mizoram,Aizawl,NULL,NULL,23.55,92.70444444,Debris,Slide,28 May 2024
23254,MIZ/AZL/2024/390,Mizoram,Aizawl,NULL,NULL,23.53222222,92.735,Rock,Slide,28 May 2024
23255,MIZ/AZL/2024/391,Mizoram,Aizawl,NULL,NULL,23.58611111,92.72944444,Debris,Slide,NA
23256,MIZ/AZL/2024/392,Mizoram,Aizawl,NULL,NULL,23.56583333,92.72666667,Debris,Slide,NA
23257,MIZ/AZL/2024/393,Mizoram,Aizawl,NULL,NULL,23.56361111,92.73277778,Debris,Slide,NA
23258,MIZ/AZL/2024/394,Mizoram,Aizawl,NULL,NULL,23.5575,92.7275,Debris,Slide,NA
23259,MIZ/AZL/2024/395,Mizoram,Aizawl,NULL,NULL,23.55055556,92.74833333,Debris,Slide,NA
23260,MIZ/AZL/2024/396,Mizoram,Aizawl,NULL,NULL,23.54583333,92.71861111,Debris,Slide,NA
23261,MIZ/AZL/2024/397,Mizoram,Aizawl,NULL,NULL,23.54555556,92.72111111,Debris,Slide,NA
23262,MIZ/AZL/2024/399,Mizoram,Aizawl,NULL,NULL,23.54388889,92.72222222,Debris,Slide,NA
23263,MIZ/AZL/2024/400,Mizoram,Aizawl,NULL,NULL,23.54277778,92.72361111,Debris,Slide,NA
23264,MIZ/AZL/2024/401,Mizoram,Aizawl,NULL,NULL,23.53555556,92.72333333,Debris,Slide,28 May 2024
23265,MIZ/AZL/2024/402,Mizoram,Aizawl,NULL,NULL,23.53805556,92.71861111,Debris,Slide,29 May 2024
23266,MIZ/AZL/2024/403,Mizoram,Aizawl,NULL,NULL,23.53861111,92.71805556,Debris,Complex,NA
23267,MIZ/AZL/2024/404,Mizoram,Aizawl,NULL,NULL,23.53972222,92.71777778,Debris,Slide,NA
23268,MIZ/AZL/2024/405,Mizoram,Aizawl,NULL,NULL,23.54055556,92.71666667,Debris,Slide,NA
23269,MIZ/AZL/2024/406,Mizoram,Aizawl,NULL,NULL,23.54194444,92.7175,Debris,Slide,NA
23270,MIZ/AZL/2024/407,Mizoram,Aizawl,NULL,NULL,23.54055556,92.71638889,Debris,Complex,NA
23271,MIZ/AZL/2024/408,Mizoram,Aizawl,NULL,NULL,23.5425,92.71666667,Debris,Slide,NA
23272,MIZ/AZL/2024/409,Mizoram,Aizawl,NULL,NULL,23.54833333,92.71083333,Debris,Slide,28 May 2024
23273,MIZ/AZL/2024/410,Mizoram,Aizawl,NULL,NULL,23.54666667,92.70333333,Debris,Complex,NA
23274,MIZ/AZL/2024/411,Mizoram,Aizawl,NULL,NULL,23.54722222,92.70361111,Debris,Complex,NA
23275,MIZ/AZL/2024/412,Mizoram,Aizawl,NULL,NULL,23.54777778,92.70416667,Debris,Flow,NA
23276,MIZ/AZL/2024/413,Mizoram,Aizawl,NULL,NULL,23.54833333,92.70472222,Debris,Complex,NA
23277,MIZ/AZL/2024/414,Mizoram,Aizawl,NULL,NULL,23.54888889,92.70555556,Debris,Complex,28 May 2024
23278,MIZ/AZL/2024/415,Mizoram,Aizawl,NULL,NULL,23.545,92.70333333,Debris,Slide,28 May 2024
23279,MIZ/AZL/2024/416,Mizoram,Aizawl,NULL,NULL,23.54027778,92.70138889,Debris,Complex,28 May 2024
23280,MIZ/AZL/2024/417,Mizoram,Aizawl,NULL,NULL,23.54027778,92.70111111,Debris,Complex,NA
23281,MIZ/AZL/2024/418,Mizoram,Aizawl,NULL,NULL,23.53888889,92.70055556,Debris,Complex,NA
23282,MIZ/AZL/2024/419,Mizoram,Aizawl,NULL,NULL,23.53805556,92.69944444,Debris,Slide,NA
23283,MIZ/AZL/2024/420,Mizoram,Aizawl,NULL,NULL,23.53694444,92.6975,Debris,Slide,28 May 2024
23284,MIZ/AZL/2024/421,Mizoram,Aizawl,NULL,NULL,23.53611111,92.69777778,Debris,Complex,28 May 2024
23285,MIZ/AZL/2024/422,Mizoram,Aizawl,NULL,NULL,23.53555556,92.69694444,Rock,Slide,28 May 2024
23286,MIZ/AZL/2024/423,Mizoram,Aizawl,NULL,NULL,23.53388889,92.69833333,Debris,Complex,NA
23287,MIZ/AZL/2024/424,Mizoram,Aizawl,NULL,NULL,23.53388889,92.6975,Debris,Slide,NA
23288,MIZ/AZL/2024/425,Mizoram,Aizawl,NULL,NULL,23.5325,92.69694444,Debris,Slide,NA
23289,MIZ/AZL/2024/426,Mizoram,Aizawl,NULL,NULL,23.53027778,92.69666667,Debris,Slide,28 May 2024
23290,MIZ/AZL/2024/427,Mizoram,Aizawl,NULL,NULL,23.52861111,92.6975,Debris,Slide,28 May 2024
23291,MIZ/AZL/2024/428,Mizoram,Aizawl,NULL,NULL,23.52777778,92.69861111,Debris,Slide,28 May 2024
23292,MIZ/AZL/2024/429,Mizoram,Aizawl,NULL,NULL,23.52722222,92.70055556,Debris,Complex,NA
23293,MIZ/AZL/2024/430,Mizoram,Aizawl,NULL,NULL,23.52666667,92.70083333,Debris,Slide,NA
23294,MIZ/AZL/2024/431,Mizoram,Aizawl,NULL,NULL,23.52277778,92.70277778,Debris,Slide,28 May 2024
23295,MIZ/AZL/2024/432,Mizoram,Aizawl,NULL,NULL,23.51944444,92.70055556,Debris,Slide,25 September 2024
23296,MIZ/AZL/2024/433,Mizoram,Aizawl,NULL,NULL,23.51611111,92.69833333,Earth,Slide,NA
23297,MIZ/AZL/2024/435,Mizoram,Aizawl,NULL,NULL,23.51444444,92.69805556,Debris,Slide,28 May 2024
23298,MIZ/AZL/2024/436,Mizoram,Aizawl,NULL,NULL,23.51361111,92.69861111,Debris,Complex,NA
23299,MIZ/AZL/2024/437,Mizoram,Aizawl,NULL,NULL,23.51055556,92.69972222,Debris,Slide,28 May 2024
23300,MIZ/AZL/2024/438,Mizoram,Aizawl,NULL,NULL,23.50861111,92.69805556,Rock,Slide,28 May 2024
